0,0.0405,10,10.056,15,9,22.2665,90
1,0.094,10,10.156,16,19,58.3735,100
2,0.1805,10,10.1305,15,19,77.769,100
3,0.3065,10,10.1055,16,29,88.208,100
4,0.4685,10,10.1045,17,50,94.425,100
5,0.581,10,10.1025,15,57,97.554,100
6,0.6895,10,10.12,17,68,98.986,100
7,0.793,10,10.1145,18,73,99.5445,100
8,0.8455,10,10.1275,17,76,99.8125,100
9,0.8985,10,10.1505,17,78,99.9035,100
10,0.93,10,10.1745,16,81,99.953,100
11,0.949,10,10.192,16,87,99.981,100
12,0.9575,10,10.2085,16,87,99.9835,100
13,0.9745,10,10.2265,16,90,99.9855,100
14,0.98,10,10.2285,16,90,99.987,100
15,0.987,10,10.237,16,90,99.995,100
16,0.9895,10,10.2405,16,90,99.995,100
17,0.991,10,10.246,16,91,99.9955,100
18,0.993,10,10.2495,16,95,99.9975,100
19,0.997,10,10.251,16,97,99.9985,100
20,0.9955,10,10.2545,16,97,99.9985,100
21,0.996,10,10.256,16,98,99.999,100
22,0.998,10,10.258,16,99,99.9995,100
23,0.9975,10,10.2595,16,99,99.9995,100
24,0.9995,10,10.2605,16,99,99.9995,100
25,0.999,10,10.2625,16,99,99.9995,100
26,0.9985,10,10.264,16,99,99.9995,100
27,0.9995,10,10.2655,16,99,99.9995,100
28,0.999,10,10.2655,16,99,99.9995,100
29,0.999,10,10.2655,16,99,99.9995,100
30,0.9985,10,10.267,16,99,99.9995,100
31,0.9995,10,10.2675,16,99,99.9995,100
32,0.9975,10,10.2685,16,99,99.9995,100
33,0.9995,10,10.2685,16,99,99.9995,100
34,0.9995,10,10.2695,16,99,99.9995,100
35,0.996,10,10.2695,16,99,99.9995,100
36,0.999,10,10.27,16,99,99.9995,100
37,0.999,10,10.27,16,99,99.9995,100
38,0.9995,10,10.27,16,99,99.9995,100
39,0.998,10,10.2705,16,99,99.9995,100
40,0.999,10,10.2705,16,99,99.9995,100
41,0.9995,10,10.271,16,99,99.9995,100
42,0.999,10,10.271,16,99,99.9995,100
43,0.9995,10,10.2715,16,99,99.9995,100
44,0.9975,10,10.2715,16,99,99.9995,100
45,0.9985,10,10.2715,16,99,99.9995,100
46,0.998,10,10.2715,16,99,99.9995,100
47,0.9985,10,10.272,16,99,99.9995,100
48,0.9995,10,10.272,16,99,99.9995,100
49,0.999,10,10.272,16,99,99.9995,100
50,0.9995,10,10.272,16,99,99.9995,100
51,0.9995,10,10.272,16,99,99.9995,100
52,0.999,10,10.272,16,99,99.9995,100
53,0.999,10,10.272,16,99,99.9995,100
54,0.9985,10,10.272,16,99,99.9995,100
55,0.9995,10,10.272,16,99,99.9995,100
56,0.999,10,10.272,16,99,99.9995,100
57,0.997,10,10.272,16,99,99.9995,100
58,0.999,10,10.272,16,99,99.9995,100
59,0.9995,10,10.272,16,99,99.9995,100
60,0.9995,10,10.272,16,99,99.9995,100
61,0.9975,10,10.272,16,99,99.9995,100
62,0.998,10,10.272,16,99,99.9995,100
63,0.999,10,10.272,16,99,99.9995,100
64,1.0,10,10.272,16,99,99.9995,100
65,0.9995,10,10.272,16,99,99.9995,100
66,0.9995,10,10.272,16,99,99.9995,100
67,0.9995,10,10.272,16,99,99.9995,100
68,0.9995,10,10.272,16,99,99.9995,100
69,0.9985,10,10.272,16,99,99.9995,100
70,0.9995,10,10.272,16,99,99.9995,100
71,1.0,10,10.272,16,99,99.9995,100
72,0.9995,10,10.272,16,99,99.9995,100
73,0.9995,10,10.272,16,99,99.9995,100
74,0.9975,10,10.272,16,99,99.9995,100
75,0.999,10,10.272,16,99,99.9995,100
76,1.0,10,10.272,16,99,99.9995,100
77,0.998,10,10.272,16,99,99.9995,100
78,0.999,10,10.272,16,99,99.9995,100
79,0.9995,10,10.272,16,99,99.9995,100
80,0.998,10,10.272,16,99,99.9995,100
81,0.999,10,10.272,16,99,99.9995,100
82,0.998,10,10.272,16,99,99.9995,100
83,0.9995,10,10.272,16,99,99.9995,100
84,0.999,10,10.272,16,99,99.9995,100
85,0.9985,10,10.272,16,99,99.9995,100
86,1.0,10,10.272,16,99,99.9995,100
87,1.0,10,10.272,16,99,99.9995,100
88,0.999,10,10.272,16,99,99.9995,100
89,0.999,10,10.272,16,99,99.9995,100
90,0.999,10,10.272,16,99,99.9995,100
91,0.998,10,10.272,16,99,99.9995,100
92,0.9985,10,10.272,16,99,99.9995,100
93,0.999,10,10.272,16,99,99.9995,100
94,0.999,10,10.272,16,99,99.9995,100
95,0.9995,10,10.272,16,99,99.9995,100
96,0.9995,10,10.272,16,99,99.9995,100
97,0.999,10,10.272,16,99,99.9995,100
98,0.9995,10,10.272,16,99,99.9995,100
99,0.999,10,10.272,16,99,99.9995,100
